Temp(degC),Salinity(PSU),pH,DO(mg/l),rainfall(mm),At_temp(degC)
28,32.6,8.46,4.346,0,26.9
28,32.6,8.46,4.346,0,27
28,32.6,8.46,4.346,0,27
28,32.6,8.46,4.346,0,27.1
28,32.6,8.46,4.346,0,27.1
28,32.6,8.46,4.346,0,27.1
28,32.6,8.46,4.346,0,27.2
27.9,32.6,8.46,4.346,0,27.2
27.9,32.6,8.46,4.346,0,27.2
27.9,32.6,8.46,4.346,0,27.2
27.9,32.6,8.46,4.51,0,27.2
27.9,32.6,8.46,4.623,0,27.2
27.9,34.5,8.46,4.627,0,27.2
27.9,34.6,8.46,4.649,0,27.1
27.8,34.6,8.46,4.714,0,27.1
27.8,34.6,8.46,4.711,0,27.1
27.8,34.6,8.46,4.711,0,27
27.8,34.6,8.46,4.711,0,27
27.8,34.6,8.46,4.711,0,26.9
27.8,34.7,8.46,4.711,0,26.9
27.8,34.7,8.46,4.711,0,26.8
27.8,34.7,8.46,4.711,0,26.8
27.8,34.7,8.46,4.711,0,26.7
27.8,34.7,8.46,4.711,0,26.6
27.7,34.7,8.46,4.711,0,26.6
27.7,34.7,8.46,4.711,0,26.5
27.7,34.7,8.46,4.711,0,26.4
27.7,34.7,8.46,4.711,0,26.3
27.7,34.7,8.46,4.711,0,26.2
27.7,34.7,8.46,4.711,0,26.1
27.7,34.7,8.46,4.711,0,26
27.7,34.7,8.46,4.501,0,25.9
27.7,34.7,8.46,4.274,0,25.8
27.7,34.7,8.46,4.257,0,25.7
27.7,34.7,8.44,4.225,0,25.6
27.7,34.7,8.41,3.977,0,25.5
27.7,34.7,8.41,3.982,0,25.4
27.7,34.7,8.41,3.982,0,25.2
27.7,34.7,8.41,3.982,0,25.1
27.7,34.7,8.41,3.982,0,25
27.7,34.7,8.41,3.982,0,24.9
27.7,34.7,8.41,3.982,0,24.8
27.7,34.7,8.41,3.856,0,24.6
27.7,34.7,8.41,3.531,0,24.5
27.7,34.7,8.41,3.145,0,24.4
27.7,34.7,8.41,2.862,0,24.3
27.7,34.8,8.41,2.872,0,24.1
27.7,34.8,8.41,2.872,0,24
27.7,34.8,8.41,2.872,0,23.9
27.7,34.8,8.41,2.872,0,23.8
27.7,34.8,8.4,2.872,0,23.6
27.7,34.8,8.4,2.872,0,23.5
27.7,34.8,8.39,2.872,0,23.4
27.7,34.8,8.37,2.872,0,23.3
27.7,34.8,8.37,2.843,0,23.2
27.7,34.8,8.37,2.471,0,23.1
27.7,34.8,8.37,1.972,0,22.9
27.7,34.8,8.37,1.552,0,22.8
27.7,34.8,8.37,1.53,0,22.7
27.7,34.8,8.35,1.531,0,22.6
27.7,34.8,8.33,1.531,0,22.5
27.7,34.8,8.33,1.531,0,22.4
27.7,34.8,8.33,1.531,0,22.3
27.7,34.8,8.33,1.531,0,22.2
27.7,34.8,8.33,1.531,0,22.1
27.7,34.8,8.33,1.531,0,22
27.7,34.8,8.33,1.531,0,21.9
27.7,34.8,8.33,1.531,0,21.8
27.7,34.8,8.33,1.531,0,21.8
27.7,34.8,8.33,1.531,0,21.7
27.7,34.8,8.33,1.531,0,21.6
27.7,34.8,8.33,1.531,0,21.5
27.7,34.8,8.33,1.531,0,21.4
27.7,34.8,8.33,1.531,0,21.4
27.7,34.8,8.33,1.531,0,21.3
27.7,34.8,8.33,1.531,0,21.2
27.7,34.8,8.33,1.531,0,21.2
27.7,34.8,8.33,1.531,0,21.1
27.7,34.8,8.33,1.531,0,21
27.7,34.8,8.33,1.531,0,21
27.7,34.8,8.33,1.531,0,20.9
27.7,34.8,8.33,1.531,0,20.9
27.7,34.8,8.33,1.627,0,20.8
27.7,34.8,8.33,1.64,0,20.8
27.7,34.8,8.33,1.64,0,20.7
27.7,34.8,8.33,1.64,0,20.7
27.7,34.8,8.33,1.64,0,20.6
27.7,34.8,8.33,1.64,0,20.6
27.7,34.8,8.33,1.64,0,20.6
27.7,34.8,8.33,1.64,0,20.5
27.6,34.8,8.33,1.64,0,20.5
27.6,34.8,8.33,1.64,0,20.5
27.6,34.8,8.33,1.64,0,20.4
27.6,34.8,8.33,1.64,0,20.4
27.6,34.8,8.33,1.64,0,20.4
27.6,34.8,8.33,1.686,0,20.4
27.6,34.8,8.33,1.795,0,20.3
27.6,34.8,8.33,1.793,0,20.3
27.6,34.8,8.33,1.792,0,20.3
27.6,34.8,8.33,1.792,0,20.3
27.6,34.8,8.33,1.792,0,20.2
27.6,34.8,8.33,1.792,0,20.2
27.6,34.8,8.33,1.761,0,20.2
27.6,34.9,8.33,1.631,0,20.2
27.6,34.9,8.33,1.624,0,20.2
27.6,34.9,8.33,1.624,0,20.2
27.6,34.9,8.33,1.613,0,20.2
27.6,34.9,8.33,1.612,0,20.1
27.6,34.9,8.33,1.612,0,20.1
27.6,34.9,8.33,1.612,0,20.1
27.6,34.9,8.33,1.612,0,20.1
27.6,34.9,8.33,1.612,0,20.1
27.6,34.9,8.33,1.612,0,20.1
27.6,34.9,8.33,1.612,0,20.1
27.6,34.9,8.33,1.612,0,20.1
27.6,34.9,8.33,1.612,0,20.1
27.6,34.9,8.33,1.617,0,20.1
27.6,34.9,8.33,1.612,0,20.1
27.6,34.9,8.33,1.612,0,20.1
27.6,34.9,8.33,1.612,0,20.1
27.6,34.9,8.33,1.612,0,20.1
27.6,34.9,8.33,1.612,0,20.1
27.6,34.9,8.33,1.612,0,20.1
27.6,34.9,8.33,1.612,0,20.2
27.6,34.9,8.33,1.612,0,20.2
27.6,34.9,8.33,1.617,0,20.2
27.6,34.9,8.33,1.612,0,20.2
27.6,34.9,8.33,1.612,0,20.2
27.6,34.9,8.33,1.612,0,20.2
27.6,34.9,8.33,1.612,0,20.2
27.5,34.9,8.33,1.612,0,20.2
27.5,34.9,8.33,1.612,0,20.3
27.5,34.9,8.33,1.612,0,20.3
27.5,34.9,8.33,1.612,0,20.3
27.5,34.9,8.33,1.612,0,20.3
27.5,34.9,8.33,1.612,0,20.3
27.5,34.9,8.31,1.612,0,20.3
27.5,34.9,8.3,1.612,0,20.3
27.5,34.9,8.3,1.612,0,20.3
27.5,34.9,8.3,1.612,0,20.4
27.5,34.9,8.3,1.556,0,20.4
27.5,34.9,8.3,1.554,0,20.4
27.5,34.9,8.3,1.554,0,20.4
27.5,34.9,8.3,1.554,0,20.4
27.5,34.9,8.3,1.554,0,20.4
27.5,34.9,8.3,1.554,0,20.4
27.5,34.9,8.3,1.554,0,20.4
27.5,34.9,8.3,1.554,0,20.4
27.5,34.9,8.3,1.554,0,20.5
27.5,34.9,8.3,1.554,0,20.5
27.5,34.9,8.3,1.554,0,20.5
27.5,34.9,8.3,1.554,0,20.5
27.5,34.9,8.3,1.554,0,20.5
27.5,34.9,8.3,1.554,0,20.5
27.5,34.9,8.3,1.554,0,20.5
27.5,34.9,8.3,1.554,0,20.5
27.5,34.9,8.3,1.554,0,20.6
27.5,34.9,8.3,1.554,0,20.6
27.5,34.9,8.3,1.554,0,20.6
27.5,34.9,8.3,1.564,0,20.6
27.5,34.9,8.3,1.554,0,20.6
27.5,34.9,8.3,1.554,0,20.6
27.5,34.9,8.3,1.554,0,20.6
27.5,34.9,8.3,1.554,0,20.6
27.5,34.9,8.3,1.554,0,20.6
27.5,34.9,8.3,1.549,0,20.7
27.5,34.9,8.3,1.358,0,20.7
27.5,34.9,8.3,1.352,0,20.7
27.5,34.9,8.3,1.3,0,20.7
27.5,34.9,8.3,1.298,0,20.7
27.5,34.9,8.3,1.298,0,20.7
27.5,34.9,8.3,1.298,0,20.7
27.5,34.9,8.3,1.298,0,20.7
27.5,34.9,8.3,1.298,0,20.8
27.5,34.9,8.3,1.298,0,20.8
27.5,34.9,8.3,1.298,0,20.8
27.5,34.9,8.3,1.298,0,20.8
27.5,34.9,8.3,1.298,0,20.8
27.5,34.9,8.3,1.298,0,20.8
27.5,34.9,8.3,1.298,0,20.8
27.5,34.9,8.3,1.298,0,20.8
27.4,34.9,8.3,1.298,0,20.9
27.4,34.9,8.3,1.298,0,20.9
27.4,34.9,8.3,1.316,0,20.9
27.4,34.9,8.3,1.456,0,20.9
27.4,34.9,8.3,1.54,0,20.9
27.4,34.9,8.3,1.543,0,20.9
27.4,34.9,8.3,1.543,0,20.9
27.4,34.9,8.3,1.543,0,20.9
27.4,34.9,8.3,1.543,0,20.9
27.4,34.9,8.3,1.572,0,21
27.4,34.9,8.3,1.767,0,21
27.4,34.9,8.3,1.985,0,21
27.4,34.9,8.3,2.275,0,21
27.4,34.9,8.3,2.355,0,21.1
27.4,34.9,8.3,2.358,0,21.1
27.4,34.9,8.3,2.358,0,21.1
27.4,34.9,8.3,2.358,0,21.1
27.4,34.9,8.3,2.358,0,21.1
27.4,34.9,8.3,2.358,0,21.1
27.4,34.9,8.3,2.358,0,21.1
27.4,34.9,8.3,2.358,0,21.1
27.4,34.9,8.3,2.358,0,21.2
27.4,34.9,8.3,2.358,0,21.2
27.4,34.9,8.3,2.358,0,21.2
27.4,34.9,8.3,2.344,0,21.2
27.4,34.9,8.3,2.358,0,21.2
27.4,34.9,8.3,2.373,0,21.2
27.4,34.9,8.3,2.548,0,21.3
27.4,34.9,8.3,3.026,0,21.3
27.4,34.9,8.3,3.285,0,21.3
27.4,34.9,8.3,3.295,0,21.3
27.4,34.9,8.3,3.295,0,21.3
27.4,34.9,8.3,3.295,0,21.4
27.4,34.9,8.3,3.338,0,21.4
27.4,34.9,8.3,3.335,0,21.4
27.4,34.9,8.3,3.68,0,21.5
27.4,34.9,8.3,3.914,0,21.5
27.4,34.9,8.3,4.047,0,21.5
27.4,34.9,8.3,4.298,0,21.6
27.4,34.9,8.3,4.401,0,21.6
27.4,34.9,8.3,4.7,0,21.6
27.4,34.9,8.3,4.913,0,21.7
27.4,34.9,8.3,4.923,0,21.7
27.4,34.9,8.3,4.923,0,21.8
27.5,34.4,8.3,4.923,0,21.9
27.5,33.9,8.3,4.947,0,21.9
27.5,33.9,8.3,4.955,0,22
27.5,33.9,8.3,4.955,0,22
27.5,33.9,8.3,4.955,0,22.1
27.5,33.9,8.3,4.955,0,22.1
27.5,33.9,8.3,4.955,0,22.2
27.5,33.9,8.3,5.165,0,22.3
27.5,33.9,8.3,5.17,0,22.4
27.5,33.9,8.3,5.17,0,22.4
27.5,33.9,8.3,5.17,0,22.5
27.5,33.9,8.3,5.17,0,22.6
27.5,33.9,8.3,5.17,0,22.7
27.5,33.9,8.3,5.346,0,22.8
27.5,33.9,8.3,6.413,0,22.9
27.5,33.9,8.3,6.513,0,23
27.5,33.9,8.3,6.516,0,23.1
27.5,33.9,8.3,6.516,0,23.2
27.5,33.9,8.3,6.535,0,23.3
27.5,33.9,8.3,6.535,0,23.4
27.5,33.9,8.3,6.535,0,23.6
27.5,33.9,8.3,6.535,0,23.7
27.5,33.9,8.3,6.535,0,23.8
27.5,33.9,8.3,6.535,0,23.9
27.5,33.9,8.3,6.535,0,24.1
27.5,33.9,8.3,6.535,0,24.2
27.5,33.9,8.39,6.592,0,24.3
27.5,33.9,8.41,6.678,0,24.5
27.5,33.9,8.41,7.212,0,24.6
27.5,33.9,8.41,7.449,0,24.8
27.5,33.9,8.41,7.44,0,24.9
27.5,33.9,8.43,7.44,0,25.1
27.5,33.9,8.43,7.44,0,25.2
27.5,33.9,8.43,7.531,0,25.4
27.5,33.9,8.43,7.44,0,25.6
27.5,33.9,8.43,7.438,0,25.7
27.5,33.9,8.43,7.176,0,25.9
27.5,33.9,8.43,6.865,0,26
27.5,33.9,8.43,6.822,0,26.2
27.5,33.9,8.43,6.489,0,26.4
27.5,33.9,8.43,6.106,0,26.5
27.5,33.9,8.43,5.842,0,26.7
27.5,34.3,8.43,5.8,0,26.9
27.5,34.4,8.43,5.641,0,27.1
27.5,34.4,8.43,5.329,0,27.2
27.5,34.4,8.43,5.308,0,27.4
27.5,34.4,8.43,5.186,0,27.6
27.5,34.4,8.43,5.134,0,27.7
27.5,34.4,8.43,5.024,0,27.9
27.5,34.5,8.43,4.919,0,28
27.5,34.5,8.43,4.916,0,28.2
27.5,34.5,8.43,4.886,0,28.4
27.5,34.5,8.43,4.876,0,28.5
27.5,34.5,8.43,4.827,0,28.7
27.5,34.5,8.43,4.58,0,28.8
27.5,34.5,8.43,4.503,0,29
27.5,34.5,8.43,4.476,0,29.1
27.5,34.5,8.43,4.403,0,29.2
27.5,34.5,8.43,4.292,0,29.4
27.5,34.7,8.43,4.287,0,29.5
27.5,34.7,8.43,4.158,0,29.6
27.5,34.7,8.43,3.981,0,29.7
27.5,34.7,8.43,3.936,0,29.8
27.5,34.7,8.43,3.935,0,29.9
27.5,34.7,8.43,3.935,0,30
27.5,34.7,8.43,3.935,0,30.1
27.5,34.7,8.43,3.935,0,30.2
27.5,34.7,8.43,3.7,0,30.3
27.5,34.7,8.43,3.65,0,30.3
27.5,34.7,8.42,3.648,0,30.4
27.5,34.7,8.42,3.575,0,30.4
27.5,34.7,8.42,3.403,0,30.5
27.5,34.7,8.42,3.147,0,30.5
27.5,34.7,8.42,2.759,0,30.5
27.5,34.7,8.42,2.817,0,30.5
27.5,34.7,8.42,2.819,0,30.5
27.5,34.7,8.42,2.819,0,30.5
27.5,34.7,8.39,2.819,0,30.5
27.5,34.7,8.36,2.819,0,30.5
27.5,34.7,8.36,2.819,0,30.5
27.5,34.7,8.36,2.819,0,30.5
27.5,34.7,8.36,2.726,0,30.5
27.5,34.7,8.36,2.704,0,30.4
27.5,34.7,8.36,2.703,0,30.4
27.5,34.8,8.36,2.703,0,30.3
27.5,34.8,8.36,2.703,0,30.3
27.5,34.8,8.36,2.533,0,30.2
27.5,34.8,8.36,2.495,0,30.1
27.5,34.8,8.36,2.461,0,30
27.5,34.8,8.36,2.453,0,29.9
27.5,34.8,8.36,2.453,0,29.8
27.5,34.8,8.36,2.453,0,29.7
27.5,34.8,8.36,2.453,0,29.6
27.5,34.8,8.36,2.453,0,29.5
27.5,34.8,8.36,2.311,0,29.4
27.5,34.8,8.36,2.036,0,29.2
27.5,34.8,8.36,2.014,0,29.1
27.5,34.8,8.36,2.013,0,29
27.5,34.8,8.36,2.013,0,28.8
27.5,34.8,8.36,2.013,0,28.7
27.5,34.8,8.36,1.972,0,28.5
27.5,34.8,8.36,1.932,0,28.4
27.5,34.8,8.36,1.931,0,28.2
27.5,34.8,8.36,1.931,0,28
27.5,34.8,8.34,1.931,0,27.9
27.5,34.8,8.34,1.931,0,27.7
27.5,34.8,8.34,1.833,0,27.6
27.5,34.8,8.34,1.723,0,27.4
27.5,34.8,8.34,1.666,0,27.2
27.5,34.9,8.34,1.594,0,27.1
27.5,34.9,8.34,1.599,0,26.9
27.5,34.9,8.34,1.599,0,26.7
27.5,34.9,8.34,1.599,0,26.6
27.5,34.9,8.34,1.599,0,26.4
27.5,34.9,8.34,1.599,0,26.2
27.5,34.9,8.33,1.599,0,26
27.5,34.9,8.33,1.599,0,25.9
27.5,34.9,8.33,1.599,0,25.7
27.5,34.9,8.33,1.599,0,25.6
27.5,34.9,8.33,1.599,0,25.4
27.5,34.9,8.33,1.599,0,25.2
27.5,34.9,8.33,1.599,0,25.1
27.5,34.9,8.33,1.599,0,24.9
27.5,34.9,8.33,1.68,0,24.8
27.5,34.9,8.33,1.714,0,24.6
27.5,34.9,8.33,1.932,0,24.5
27.5,34.9,8.33,2.036,0,24.3
27.5,34.9,8.33,2.059,0,24.2
27.5,34.9,8.33,2.061,0,24.1
27.5,34.9,8.33,2.061,0,23.9
27.5,34.9,8.33,2.061,0,23.8
27.5,34.9,8.33,2.061,0,23.7
27.5,34.9,8.33,2.061,0,23.6
27.5,34.9,8.33,2.061,0,23.4
27.5,34.9,8.33,2.061,0,23.3
27.5,34.9,8.33,2.061,0,23.2
27.5,34.9,8.33,2.118,0,23.1
27.5,34.9,8.33,2.112,0,23
27.5,34.9,8.33,2.112,0,22.9
27.5,34.9,8.33,2.112,0,22.8
27.5,34.9,8.33,2.112,0,22.7
27.5,34.9,8.33,2.112,0,22.6
27.5,34.9,8.33,2.071,0,22.5
27.5,34.9,8.33,1.974,0,22.4
27.5,34.9,8.33,1.964,0,22.4
27.5,34.9,8.33,1.888,0,22.3
27.5,34.9,8.33,1.854,0,22.2
27.5,34.9,8.33,1.85,0,22.1
27.5,34.9,8.33,1.85,0,22.1
27.5,34.9,8.33,1.85,0,22
27.5,34.9,8.33,1.85,0,22
27.5,34.9,8.33,1.85,0,21.9
27.5,34.9,8.33,1.85,0,21.8
27.5,34.9,8.33,1.85,0,21.8
27.5,34.9,8.33,1.873,0,21.7
27.5,34.9,8.33,1.88,0,21.7
27.5,34.9,8.33,2.44,0,21.6
27.5,34.9,8.33,2.44,0,21.6
27.5,34.9,8.33,2.44,0,21.6
27.5,34.9,8.33,2.44,0,21.5
27.5,34.9,8.33,2.44,0,21.5
27.5,34.9,8.33,2.44,0,21.5
27.5,34.9,8.33,2.44,0,21.4
27.5,34.9,8.33,2.598,0,21.4
27.5,34.9,8.33,2.608,0,21.4
27.5,34.9,8.33,2.607,0,21.3
27.5,34.9,8.33,2.607,0,21.3
27.5,34.9,8.33,2.607,0,21.3
27.5,34.9,8.33,2.634,0,21.3
27.5,34.9,8.33,2.607,0,21.3
27.5,34.9,8.33,2.607,0,21.2
27.5,34.9,8.33,2.607,0,21.2
27.5,34.9,8.33,2.607,0,21
27.5,34.9,8.33,2.607,0,21
27.5,34.9,8.33,2.607,0,20.9
27.5,34.9,8.33,2.607,0,20.9
27.5,34.9,8.33,2.647,0,20.9
27.5,34.9,8.33,2.764,0,20.9
27.5,34.9,8.33,2.795,0,20.8
27.5,34.9,8.33,2.796,0,20.8
27.5,34.9,8.33,2.832,0,20.8
27.5,34.9,8.33,2.867,0,20.8
27.5,34.9,8.33,3.039,0,20.7
27.5,34.9,8.33,3.058,0,20.7
27.5,34.9,8.33,3.059,0,20.7
27.5,34.9,8.33,3.059,0,20.7
27.5,34.9,8.33,3.441,0,20.6
27.5,34.9,8.33,4.03,0,20.6
27.5,34.9,8.33,4.259,0,20.6
27.5,34.9,8.33,4.454,0,20.6
27.5,34.9,8.33,4.459,0,20.6
27.5,34.9,8.33,4.458,0,20.5
27.5,34.9,8.33,4.458,0,20.5
27.5,34.9,8.33,4.458,0,20.5
27.5,34.9,8.33,4.458,0,20.5
27.5,34.9,8.33,4.517,0,20.4
27.5,34.9,8.33,4.346,0,20.4
27.5,34.9,8.33,4.19,0,20.4
27.5,34.9,8.33,4.007,0,20.4
27.5,34.9,8.33,3.992,0,20.3
27.5,34.9,8.33,3.815,0,20.3
27.5,34.9,8.33,3.69,0,20.3
27.5,34.9,8.33,3.466,0,20.3
27.5,34.9,8.33,3.391,0,20.2
27.5,34.9,8.33,3.39,0,20.2
27.5,34.9,8.33,3.39,0,20.2
27.5,34.9,8.33,3.39,0,20.2
27.5,34.9,8.33,3.39,0,20.1
27.5,34.9,8.33,3.39,0,20.1
27.5,34.9,8.33,3.39,0,20.1
27.5,34.9,8.33,3.363,0,20.1
27.5,34.9,8.33,3.361,0,20.1
27.5,34.9,8.33,3.229,0,20
27.5,34.9,8.33,3.143,0,20
27.5,34.9,8.33,2.965,0,20
27.5,34.9,8.33,2.954,0,20
27.5,34.9,8.33,2.954,0,19.9
27.5,34.9,8.33,2.954,0,19.9
27.5,34.9,8.33,2.653,0,19.9
27.5,34.9,8.33,2.145,0,19.9
27.5,34.9,8.33,2.003,0,19.8
27.5,34.9,8.33,1.845,0,19.8
27.5,34.9,8.33,1.57,0,19.8
27.5,34.9,8.33,1.517,0,19.8
27.5,35,8.33,1.515,0,19.7
27.5,35,8.33,1.515,0,19.7
27.5,35,8.33,1.451,0,19.7
27.5,35,8.33,1.442,0,19.7
27.5,35,8.33,1.319,0,19.6
27.5,35,8.33,1.194,0,19.6
27.5,35,8.33,1.192,0,19.6
27.5,35,8.33,1.192,0,19.6
27.5,35,8.33,1.192,0,19.6
27.5,35,8.33,1.192,0,19.5
27.5,35,8.33,1.192,0,19.5
27.5,35,8.33,1.192,0,19.5
27.5,35,8.33,1.192,0,19.5
27.5,35,8.33,1.192,0,19.4
27.5,35,8.33,1.192,0,19.4
27.5,35,8.33,1.192,0,19.4
27.5,35,8.33,1.192,0,19.4
27.5,35,8.33,1.192,0,19.3
27.5,35,8.33,1.192,0,19.3
27.5,35,8.33,1.192,0,19.3
27.5,35,8.33,1.192,0,19.3
27.5,35,8.33,1.192,0,19.2
27.5,35,8.33,1.192,0,19.2
27.5,35,8.33,1.192,0,19.2
27.5,35,8.33,1.201,0,19.2
27.5,35,8.33,1.192,0,19.1
27.5,35,8.33,1.192,0,19.1
27.5,35,8.33,1.192,0,19.1
27.5,35,8.33,1.192,0,19.1
27.5,35,8.33,1.197,0,19.1
27.5,35,8.33,1.207,0,19.1
27.5,35,8.33,1.235,0,19.1
27.5,35,8.33,1.236,0,19.2
27.5,35,8.33,1.342,0,19.2
27.5,35,8.33,1.479,0,19.2
27.5,35,8.33,2.795,0,19.2
27.5,35,8.33,3.383,0,19.2
27.5,35,8.33,3.596,0,19.2
27.5,35,8.33,3.592,0,19.3
27.5,35,8.33,3.592,0,19.3
27.5,35,8.33,3.592,0,19.3
27.5,35,8.33,3.592,0,19.3
27.5,35,8.33,3.592,0,19.3
27.5,35,8.33,3.592,0,19.4
27.5,35,8.33,3.592,0,19.4
27.5,35,8.33,3.592,0,19.4
27.5,35,8.33,3.592,0,19.4
27.5,35,8.33,3.592,0,19.5
27.5,35,8.33,3.592,0,19.5
27.5,35,8.33,3.592,0,19.6
27.5,35,8.33,3.592,0,19.6
27.5,35,8.33,3.592,0,19.6
27.5,35,8.33,3.592,0,19.7
27.5,35,8.33,3.592,0,19.7
27.5,35,8.33,3.915,0,19.8
27.5,35,8.33,3.993,0,19.8
27.7,35,8.33,3.996,0,19.9
27.7,35,8.33,3.996,0,19.9
27.7,35,8.33,3.996,0,20
27.7,35,8.33,3.996,0,20
27.7,35,8.33,3.996,0,20.1
27.7,35,8.33,3.996,0,20.1
27.7,35,8.33,3.996,0,20.2
27.7,35,8.33,3.972,0,20.3
27.7,35,8.33,3.973,0,20.4
27.8,35,8.33,3.962,0,20.4
27.8,35,8.33,3.941,0,20.5
27.8,35,8.33,3.961,0,20.6
27.8,35,8.33,3.961,0,20.7
27.8,34.9,8.33,3.961,0,20.8
27.8,34.9,8.33,3.961,0,20.9
27.8,34.9,8.33,3.961,0,21
27.8,34.9,8.33,3.961,0,21.1
27.9,34.9,8.33,3.941,0,21.2
27.9,34.9,8.33,3.941,0,21.3
27.9,34.9,8.33,3.941,0,21.4
27.9,34.9,8.33,3.941,0,21.5
28,34.9,8.33,3.941,0,21.6
28,34.9,8.33,3.941,0,21.7
28,34.9,8.33,3.941,0,21.8
28,34.9,8.33,3.947,0,22
28.1,34.9,8.33,5.143,0,22.1
28.1,34.9,8.33,5.706,0,22.2
28.1,34.9,8.34,6.014,0,22.3
28.1,34.9,8.34,6.057,0,22.5
28.1,34.9,8.36,6.058,0,22.6
28.1,34.9,8.36,6.058,0,22.8
28.1,34.9,8.36,6.058,0,22.9
28.1,34.8,8.37,6.058,0,23.1
28.1,34.8,8.37,6.058,0,23.2
28.1,34.4,8.37,6.058,0,23.4
28.1,34.2,8.37,5.994,0,23.5
28.1,34.2,8.37,5.948,0,23.7
28.1,34.2,8.37,5.946,0,23.8
28.1,34.2,8.37,5.946,0,24
28.1,34.2,8.37,5.946,0,24.1
28.1,34.2,8.37,5.79,0,24.3
28.1,34.2,8.37,5.736,0,24.5
28.2,34.2,8.37,5.732,0,24.6
28.2,34.2,8.37,5.694,0,24.8
28.2,34.2,8.37,5.657,0,24.9
28.2,34.2,8.37,5.562,0,25.1
28.2,34.2,8.37,5.563,0,25.3
28.2,34.2,8.37,5.524,0,25.4
28.2,33.9,8.37,5.477,0,25.6
28.2,33.9,8.37,5.475,0,25.7
28.2,33.9,8.37,5.475,0,25.9
28.2,33.9,8.37,5.475,0,26
28.2,33.9,8.37,5.475,0,26.2
28.2,33.9,8.37,5.475,0,26.3
28.2,33.9,8.37,5.421,0,26.5
28.2,33.9,8.37,5.341,0,26.6
28.2,33.9,8.37,5.336,0,26.8
28.2,33.9,8.37,5.336,0,26.9
28.2,34,8.37,5.336,0,27
28.2,34,8.37,5.336,0,27.2
28.2,34,8.37,5.233,0,27.3
28.2,34,8.37,4.979,0,27.4
28.2,34,8.37,4.971,0,27.5
28.2,34,8.37,4.971,0,27.6
28.2,34,8.37,4.966,0,27.8
28.2,34,8.37,4.744,0,27.9
28.2,34,8.37,4.588,0,27.9
28.1,34,8.37,4.488,0,28
28.1,34,8.37,4.392,0,28.1
28.1,34,8.37,4.389,0,28.2
28.1,34,8.37,4.389,0,28.3
28.1,34,8.37,4.389,0,28.3
28.1,34,8.37,4.028,0,28.4
28.1,34.1,8.37,3.789,0,28.4
28.1,34.2,8.37,3.508,0,28.5
28,34.3,8.37,3.418,0,28.5
28,34.3,8.37,3.412,0,28.5
28,34.4,8.37,3.412,0,28.5
28,34.5,8.37,3.412,0,28.5
28,34.5,8.37,3.156,0,28.5
28,34.5,8.37,2.928,0,28.5
28,34.5,8.37,2.872,0,28.5
28,34.5,8.37,2.868,0,28.5
28,34.5,8.37,2.712,0,28.5
28,34.7,8.37,2.702,0,28.5
28,34.7,8.37,2.702,0,28.4
28,34.7,8.37,2.702,0,28.4
28,34.7,8.37,2.565,0,28.4
28,34.7,8.37,2.462,0,28.3
28,34.7,8.37,2.412,0,28.2
28,34.7,8.37,2.41,0,28.2
28,34.7,8.37,2.41,0,28.1
28,34.7,8.37,2.41,0,28
28,34.7,8.37,2.41,0,27.9
27.9,34.7,8.37,2.41,0,27.8
27.9,34.7,8.37,2.389,0,27.7
27.9,34.7,8.37,2.41,0,27.6
27.9,34.7,8.37,2.41,0,27.5
27.9,34.7,8.37,2.41,0,27.4
27.9,34.7,8.37,2.41,0,27.2
27.9,34.7,8.37,2.276,0,27.1
27.9,34.7,8.37,2.087,0,27
27.9,34.7,8.37,1.723,0,26.9
27.9,34.7,8.37,1.631,0,26.7
27.9,34.7,8.37,1.627,0,26.6
27.9,34.7,8.37,1.593,0,26.4
27.9,34.7,8.37,1.414,0,26.3
27.9,34.7,8.37,1.337,0,26.1
27.9,34.7,8.37,1.335,0,26
27.9,34.7,8.37,1.335,0,25.8
27.9,34.8,8.37,1.335,0,25.7
27.9,34.8,8.37,1.335,0,25.5
27.9,34.8,8.35,1.335,0,25.3
27.9,34.8,8.34,1.335,0,25.2
27.9,34.8,8.34,1.335,0,25
27.9,34.8,8.34,1.331,0,24.9
27.9,34.8,8.34,1.233,0,24.7
27.9,34.8,8.34,1.14,0,24.5
27.9,34.8,8.34,1.074,0,24.4
27.9,34.8,8.34,1.07,0,24.2
27.9,34.8,8.34,1.07,0,24.1
27.9,34.8,8.34,1.036,0,23.9
27.9,34.8,8.34,0.901,0,23.8
27.9,34.8,8.34,0.877,0,23.6
27.9,34.8,8.34,0.876,0,23.4
27.9,34.8,8.34,0.876,0,23.3
27.9,34.8,8.34,0.876,0,23.1
27.9,34.8,8.34,0.876,0,23
27.9,34.8,8.34,0.876,0,22.8
27.9,34.8,8.34,0.876,0,22.7
27.9,34.8,8.34,0.876,0,22.6
27.9,34.9,8.34,0.876,0,22.4
27.9,34.9,8.34,0.876,0,22.3
27.9,34.9,8.34,0.876,0,22.2
27.9,34.9,8.34,0.876,0,22
27.9,34.9,8.34,0.876,0,21.9
27.9,34.9,8.34,0.878,0,21.8
27.8,34.9,8.34,0.973,0,21.7
27.8,34.9,8.34,0.973,0,21.5
27.8,34.9,8.34,0.973,0,21.4
27.8,34.9,8.34,0.973,0,21.3
27.8,34.9,8.34,0.973,0,21.2
27.8,34.9,8.34,0.973,0,21.1
27.8,34.9,8.34,0.973,0,21
